aircraft_1,aircraft_2,plane,segment,t_start,t_end,status,mode,a1_star_fix,a2_star_fix
f8,f10,lat_alt,147,44100.0,44400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,148,44400.0,44700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,149,44700.0,45000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,150,45000.0,45300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,151,45300.0,45600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,152,45600.0,45900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,153,45900.0,46200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,154,46200.0,46500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,155,46500.0,46800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,156,46800.0,47100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,157,47100.0,47400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,158,47400.0,47700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,159,47700.0,48000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,160,48000.0,48300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,161,48300.0,48600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,162,48600.0,48900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,163,48900.0,49200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,164,49200.0,49500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,165,49500.0,49800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,166,49800.0,50100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,167,50100.0,50400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,168,50400.0,50700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,169,50700.0,51000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,170,51000.0,51300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,171,51300.0,51600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,172,51600.0,51900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,173,51900.0,52200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,174,52200.0,52500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,175,52500.0,52800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,176,52800.0,53100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,177,53100.0,53400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,178,53400.0,53700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,179,53700.0,54000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,180,54000.0,54300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,181,54300.0,54600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,182,54600.0,54900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,183,54900.0,55200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,184,55200.0,55500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,185,55500.0,55800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,186,55800.0,56100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,187,56100.0,56400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,188,56400.0,56700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,189,56700.0,57000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,190,57000.0,57300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,191,57300.0,57600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,192,57600.0,57900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,193,57900.0,58200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,194,58200.0,58500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,195,58500.0,58800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,196,58800.0,59100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,197,59100.0,59400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,198,59400.0,59700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,199,59700.0,60000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,200,60000.0,60300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lat_alt,201,60300.0,60600.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lat_alt,202,60600.0,60900.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lat_alt,203,60900.0,61200.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lat_alt,204,61200.0,61500.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lat_alt,205,61500.0,61800.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lat_alt,206,61800.0,62100.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lat_alt,207,62100.0,62400.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lon_alt,0,0.0,300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,1,300.0,600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,2,600.0,900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,3,900.0,1200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,4,1200.0,1500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,5,1500.0,1800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,6,1800.0,2100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,7,2100.0,2400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,8,2400.0,2700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,9,2700.0,3000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,10,3000.0,3300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,11,3300.0,3600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,12,3600.0,3900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,13,3900.0,4200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,14,4200.0,4500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,15,4500.0,4800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,16,4800.0,5100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,17,5100.0,5400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,18,5400.0,5700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,19,5700.0,6000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,20,6000.0,6300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,21,6300.0,6600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,22,6600.0,6900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,23,6900.0,7200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,24,7200.0,7500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,25,7500.0,7800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,26,7800.0,8100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,27,8100.0,8400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,28,8400.0,8700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,29,8700.0,9000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,30,9000.0,9300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,31,9300.0,9600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,32,9600.0,9900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,33,9900.0,10200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,34,10200.0,10500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,35,10500.0,10800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,36,10800.0,11100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,37,11100.0,11400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,38,11400.0,11700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,39,11700.0,12000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,40,12000.0,12300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,41,12300.0,12600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,42,12600.0,12900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,43,12900.0,13200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,44,13200.0,13500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,45,13500.0,13800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,46,13800.0,14100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,47,14100.0,14400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,48,14400.0,14700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,49,14700.0,15000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,50,15000.0,15300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,51,15300.0,15600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,52,15600.0,15900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,53,15900.0,16200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,54,16200.0,16500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,55,16500.0,16800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,56,16800.0,17100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,57,17100.0,17400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,58,17400.0,17700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,59,17700.0,18000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,60,18000.0,18300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,61,18300.0,18600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,62,18600.0,18900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,63,18900.0,19200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,64,19200.0,19500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,65,19500.0,19800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,66,19800.0,20100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,67,20100.0,20400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,68,20400.0,20700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,69,20700.0,21000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,70,21000.0,21300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,71,21300.0,21600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,72,21600.0,21900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,73,21900.0,22200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,74,22200.0,22500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,75,22500.0,22800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,76,22800.0,23100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,77,23100.0,23400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,78,23400.0,23700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,79,23700.0,24000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,80,24000.0,24300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,81,24300.0,24600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,82,24600.0,24900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,83,24900.0,25200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,84,25200.0,25500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,85,25500.0,25800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,86,25800.0,26100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,87,26100.0,26400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,88,26400.0,26700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,89,26700.0,27000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,90,27000.0,27300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,91,27300.0,27600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,92,27600.0,27900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,93,27900.0,28200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,94,28200.0,28500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,95,28500.0,28800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,96,28800.0,29100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,97,29100.0,29400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,98,29400.0,29700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,99,29700.0,30000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,100,30000.0,30300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,101,30300.0,30600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,102,30600.0,30900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,103,30900.0,31200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,104,31200.0,31500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,105,31500.0,31800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,106,31800.0,32100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,107,32100.0,32400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,108,32400.0,32700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,109,32700.0,33000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,110,33000.0,33300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,111,33300.0,33600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,112,33600.0,33900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,113,33900.0,34200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,114,34200.0,34500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,115,34500.0,34800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,116,34800.0,35100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,117,35100.0,35400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,118,35400.0,35700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,119,35700.0,36000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,120,36000.0,36300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,121,36300.0,36600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,122,36600.0,36900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,123,36900.0,37200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,124,37200.0,37500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,125,37500.0,37800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,126,37800.0,38100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,127,38100.0,38400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,128,38400.0,38700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,129,38700.0,39000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,130,39000.0,39300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,131,39300.0,39600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,132,39600.0,39900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,133,39900.0,40200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,134,40200.0,40500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,135,40500.0,40800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,136,40800.0,41100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,137,41100.0,41400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,138,41400.0,41700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,139,41700.0,42000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,140,42000.0,42300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,141,42300.0,42600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,142,42600.0,42900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,143,42900.0,43200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,144,43200.0,43500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,145,43500.0,43800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,146,43800.0,44100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,147,44100.0,44400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,148,44400.0,44700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,149,44700.0,45000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,150,45000.0,45300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,151,45300.0,45600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,152,45600.0,45900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,153,45900.0,46200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,154,46200.0,46500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,155,46500.0,46800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,156,46800.0,47100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,157,47100.0,47400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,158,47400.0,47700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,159,47700.0,48000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,160,48000.0,48300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,161,48300.0,48600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,162,48600.0,48900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,163,48900.0,49200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,164,49200.0,49500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,165,49500.0,49800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,166,49800.0,50100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,167,50100.0,50400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,168,50400.0,50700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,169,50700.0,51000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,170,51000.0,51300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,171,51300.0,51600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,172,51600.0,51900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,173,51900.0,52200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,174,52200.0,52500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,175,52500.0,52800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,176,52800.0,53100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,177,53100.0,53400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,178,53400.0,53700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,179,53700.0,54000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,180,54000.0,54300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,181,54300.0,54600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,182,54600.0,54900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,183,54900.0,55200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,184,55200.0,55500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,185,55500.0,55800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,186,55800.0,56100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,187,56100.0,56400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,188,56400.0,56700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,189,56700.0,57000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,190,57000.0,57300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,191,57300.0,57600.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,192,57600.0,57900.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,193,57900.0,58200.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,194,58200.0,58500.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,195,58500.0,58800.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,196,58800.0,59100.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,197,59100.0,59400.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,198,59400.0,59700.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,199,59700.0,60000.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,200,60000.0,60300.0,SAFE,degenerate-point,CRAKN,HAYLL
f8,f10,lon_alt,201,60300.0,60600.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lon_alt,202,60600.0,60900.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lon_alt,203,60900.0,61200.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lon_alt,204,61200.0,61500.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lon_alt,205,61500.0,61800.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lon_alt,206,61800.0,62100.0,SAFE,y=f(x),CRAKN,HAYLL
f8,f10,lon_alt,207,62100.0,62400.0,SAFE,y=f(x),CRAKN,HAYLL
f9,f10,lat_lon,0,0.0,300.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,1,300.0,600.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,2,600.0,900.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,3,900.0,1200.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,4,1200.0,1500.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,5,1500.0,1800.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,6,1800.0,2100.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,7,2100.0,2400.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,8,2400.0,2700.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,9,2700.0,3000.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,10,3000.0,3300.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,11,3300.0,3600.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,12,3600.0,3900.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,13,3900.0,4200.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,14,4200.0,4500.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,15,4500.0,4800.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,16,4800.0,5100.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,17,5100.0,5400.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,18,5400.0,5700.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,19,5700.0,6000.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,20,6000.0,6300.0,SAFE,degenerate-point,CRAKN,HAYLL
f9,f10,lat_lon,21,6300.0,6600.0,SAFE,degenerate-point,CRAKN,HAYLL
