t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft
7800,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999982,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
8400,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
9000,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4164999999998,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
9600,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
10200,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999979,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
10800,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
11400,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999973,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
12000,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
12600,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999979,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
13200,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
13800,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.416499999999814,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
14400,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
15000,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999981,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
15600,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
16200,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999971,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
16800,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
17400,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999969,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
18000,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
18600,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999974,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
19200,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
19800,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999963,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
20400,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
21000,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999957,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
21600,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
22200,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.41649999999968,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
22800,44.475,-85.27833,21000.0,39.4128779144852,-82.28383496039737,35000.0,40.67293769914379,-80.78294659688842,28000.0,39.47195669419985,-82.13982072706742,34843.47016433779,43.335463038667235,-86.13405145303786,31000.0,41.99489199036894,-86.34269168282908,27238.57486823676,42.4165,-82.60929999999996,8000.0,40.67310261772449,-80.78284743956621,30000.0,42.728856785138944,-80.40078967584084,26000.0,42.95290215287274,-80.4498223247169,20000.0,39.53442701729151,-82.0077444006968,33725.42807371526,42.044216032458486,-86.3451097215448,27409.124876052483,42.0440283617466,-86.34510052157984,33000.0,40.682704778990576,-80.77709150428181,30000.0,42.500316893113045,-80.3675389087731,30000.0
