t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft,f21_lat,f21_lon,f21_alt_ft,f22_lat,f22_lon,f22_alt_ft,f23_lat,f23_lon,f23_alt_ft,f24_lat,f24_lon,f24_alt_ft,f25_lat,f25_lon,f25_alt_ft,f26_lat,f26_lon,f26_alt_ft,f27_lat,f27_lon,f27_alt_ft,f28_lat,f28_lon,f28_alt_ft,f29_lat,f29_lon,f29_alt_ft,f30_lat,f30_lon,f30_alt_ft
6000,44.42189342998673,-85.3777786185346,21000.0,39.63327861898183,-81.82844805346255,34000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,39.47186692549864,-82.14000999771017,31000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.4165,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,40.67293769914379,-80.78294659688842,28000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
6600,44.42189342998673,-85.3777786185346,21000.0,39.63327861898183,-81.82844805346255,34000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,39.47186692549864,-82.14000999771017,31000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.41649999999979,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,40.67293769914379,-80.78294659688842,28000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
7200,44.42189342998673,-85.3777786185346,21000.0,39.63334599209835,-82.22056658044649,24000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,39.47186692549864,-82.14000999771017,31000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.4165,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,40.67293769914379,-80.78294659688842,28000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
7800,44.42189342998673,-85.3777786185346,21000.0,41.673,-82.9405,14000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,39.47186692549864,-82.14000999771017,31000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.41650000000038,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,40.67293769914379,-80.78294659688842,28000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
8400,44.42189342998673,-85.3777786185346,21000.0,41.673,-82.94050000000004,14000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,39.47186692549864,-82.14000999771017,31000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.4165,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,40.67293769914379,-80.78294659688842,28000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
9000,44.42189342998673,-85.3777786185346,21000.0,41.673,-82.9405,14000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,39.47186692549864,-82.14000999771017,31000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.416499999999736,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,40.67295933822721,-81.336134396553,20000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
9600,44.42189342998673,-85.3777786185346,21000.0,41.673,-82.94049999999994,14000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,39.47186692549864,-82.14000999771017,31000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.4165,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,40.67298097731064,-81.88932219621762,10000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
10200,44.42189342998673,-85.3777786185346,21000.0,41.673,-82.9405,14000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,41.74829999999998,-82.79720000000005,21000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.4165000000005,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,42.4165,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
10800,44.42189342998673,-85.3777786185346,21000.0,41.673,-82.9405000000001,14000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,41.7483,-82.7972,21000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.4165,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,42.4165,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
11400,44.42189342998673,-85.3777786185346,21000.0,41.673,-82.9405,14000.0,42.728643301578266,-80.40075795334256,32252.54969173528,43.04251229690874,-80.4723095530717,22000.0,41.74829999999995,-82.79720000000007,21000.0,42.51528640319841,-80.3691364074183,31897.68559093646,40.49639,-85.71833,29200.0,40.49139,-85.68306,31000.0,43.14333,-86.20283554065244,25000.0,42.416499999999644,-82.60929999999996,8000.0,42.0440283617466,-86.34510052157984,33000.0,39.53626370841718,-82.00385253342458,35026.76183958823,42.96667,-80.795,26700.0,40.505,-85.65944,29000.0,40.5125,-85.74889,29000.0,43.08009171556955,-80.48175785206433,27454.86484907332,43.61426973431964,-86.00506369438156,25000.0,40.54183617077397,-85.84486435379898,33000.0,42.416500000000056,-82.60929999999996,8000.0,42.98361,-80.58861,29200.0,39.72775887326741,-81.6737038473906,32000.0,42.51465834007257,-80.36904368079536,31633.6326876871,40.67243725086847,-80.783246241747,30000.0,40.69483764131082,-80.76981537164139,30000.0,42.0441530289793,-86.34510601613685,31000.0,43.267220235519794,-86.15853088074897,27000.0,39.61536903041827,-81.85829838495057,35678.52387832691,40.01278,-84.53944,23000.0,40.48917,-85.68139,29000.0,39.4128779144852,-82.28383496039737,35000.0
