t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft,f21_lat,f21_lon,f21_alt_ft,f22_lat,f22_lon,f22_alt_ft,f23_lat,f23_lon,f23_alt_ft,f24_lat,f24_lon,f24_alt_ft,f25_lat,f25_lon,f25_alt_ft,f26_lat,f26_lon,f26_alt_ft,f27_lat,f27_lon,f27_alt_ft,f28_lat,f28_lon,f28_alt_ft,f29_lat,f29_lon,f29_alt_ft,f30_lat,f30_lon,f30_alt_ft
6000,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
6600,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
7200,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
7800,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
8400,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
9000,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
9600,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
10200,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
10800,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
11400,43.295021850077035,-86.1485640548552,23000.0,43.08023501885609,-80.48179275878633,30600.754166188017,43.002475359103286,-86.24454244636698,34524.356836382736,43.61209022217623,-86.00609887604638,25000.0,40.67293769914379,-80.78294659688842,28000.0,41.9662,-84.2975,11000.0,40.005,-82.92861,1900.0,44.475,-85.27833,21000.0,43.32650163629873,-86.13726900471796,31000.0,39.98167,-84.89306,26700.0,40.39472,-85.56056,35000.0,39.99389,-84.58083,23000.0,39.47205927101589,-82.13960435159959,33000.0,42.7282196987536,-80.40069500358332,30052.975753445065,43.08032722672895,-80.48181640487574,29842.935951242613,43.08043979538153,-80.48184494087386,30839.867738552388,42.72859175431176,-80.4007502785051,30098.356244302344,42.51465834007257,-80.36904368079536,31633.6326876871,41.7483,-82.7972,18615.59306899031,39.471928932690965,-82.13987919833268,36370.00531283437,43.0607490808099,-80.47689299741971,22000.0,42.514331594037344,-80.36899542944825,32926.12191871304,42.51441205444099,-80.36900724312108,30810.162021458946,40.505,-85.65944,29000.0,43.22180159193222,-86.17479336238881,29000.0,40.51861,-85.65417,29500.0,39.47195669419985,-82.13982072706742,34843.47016433779,42.4165,-82.6093,10000.0,40.48611,-85.60306,27000.0,42.9280038324637,-86.26321046360388,23000.0
