t,f1_lat,f1_lon,f1_alt_ft,f2_lat,f2_lon,f2_alt_ft,f3_lat,f3_lon,f3_alt_ft,f4_lat,f4_lon,f4_alt_ft,f5_lat,f5_lon,f5_alt_ft,f6_lat,f6_lon,f6_alt_ft,f7_lat,f7_lon,f7_alt_ft,f8_lat,f8_lon,f8_alt_ft,f9_lat,f9_lon,f9_alt_ft,f10_lat,f10_lon,f10_alt_ft,f11_lat,f11_lon,f11_alt_ft,f12_lat,f12_lon,f12_alt_ft,f13_lat,f13_lon,f13_alt_ft,f14_lat,f14_lon,f14_alt_ft,f15_lat,f15_lon,f15_alt_ft,f16_lat,f16_lon,f16_alt_ft,f17_lat,f17_lon,f17_alt_ft,f18_lat,f18_lon,f18_alt_ft,f19_lat,f19_lon,f19_alt_ft,f20_lat,f20_lon,f20_alt_ft,f21_lat,f21_lon,f21_alt_ft,f22_lat,f22_lon,f22_alt_ft,f23_lat,f23_lon,f23_alt_ft,f24_lat,f24_lon,f24_alt_ft,f25_lat,f25_lon,f25_alt_ft
6000,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
6600,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.41650000000011,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
7200,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
7800,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.41650000000011,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
8400,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
9000,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.41649999999992,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
9600,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
10200,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165000000002,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.50731322223179,-86.33884182906013,35000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
10800,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.317758819107475,-85.7375,25000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
11400,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.41649999999983,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,42.15527165972282,-85.0175,15000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
12000,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,41.9662,-84.2975,11000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
12600,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.41649999999979,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,41.9662,-84.2975,11000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
13200,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.4165,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,41.966199999999894,-84.2975,11000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
13800,42.0127783381649,-86.34356447526095,27672.523975584987,43.23347835088876,-86.17061474174,25000.0,42.87833,-85.45139,2600.0,40.48417,-85.64806,33000.0,40.48861,-85.68722,29900.0,41.77142718555955,-86.31708958885297,21000.0,40.67249339037035,-80.78321274725057,30000.0,40.67293769914379,-80.78294659688842,28000.0,40.15281539706761,-81.17638126583903,38000.0,42.41649999999978,-82.60929999999996,8000.0,42.514607664330704,-80.3690362175323,33827.06883597506,40.49556,-85.78861,35000.0,39.47200808832612,-82.1397123279792,31650.977276669342,39.43465366923276,-82.2227795870667,34628.41437112877,40.4975,-85.67639,32900.0,39.47205927101589,-82.13960435159959,33000.0,42.044236279041314,-86.34511080485642,35000.0,40.50167,-85.78167,29200.0,43.08023501885609,-80.48179275878633,30600.754166188017,41.9662,-84.2975,11000.0,39.47196530123279,-82.13980259697075,33000.0,40.01444,-84.74861,29000.0,43.08043979538153,-80.48184494087386,30839.867738552388,39.47195669419985,-82.13982072706742,34843.47016433779,39.63327861898183,-81.82844805346255,34000.0
